,selfies,carbons,nitrogens,oxygens,hydrogens
119,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],17,3,3,19
120,[C][C][Branch1][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][C][C][C],30,0,4,58
121,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][=C][C][=C][C][Branch2][Ring2][O][O][C][=C][C][Branch1][C][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring2][Ring1][#C],35,2,3,36
122,[C][C][N][C][=C][C][Branch1][Ring1][C][#N][=C][Branch1][C][N][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring2][Ring1][Ring1][=Ring1][N],17,3,2,13
123,[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][N][C][C][C][N].[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][Branch1][C][O][=O].[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][Branch1][C][O][=O],57,2,4,112
124,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][=Branch1][Ring1][N][C][=N][C][Branch2][Ring1][=Branch2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][=N][Ring2][Ring2][=Branch1][C][=C][Ring2][Ring2][=N],44,7,5,59
125,[O][=V][=O],0,0,2,0
126,[Cl-1].[C][C][C][C][C][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],18,1,0,30
127,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][C][Branch1][C][O][=O],10,0,3,12
128,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][Co][O][B][Branch1][Ring1][O][Co][O][Co][Branch1][#C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][C],27,0,12,45
129,[Na+1].[Na+1].[O][C][C][=C][C][=Branch2][Ring1][O][=N][/N][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][\C][=Branch1][C][=O][/C][=Branch2][Ring1][O][=N][/N][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][Ring2][Ring2][#Branch1][=O],27,6,9,18
130,[C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],8,0,2,8
131,[O-2].[O-2].[Mg+2].[Ca+2],1,0,2,0
132,[Na+1].[Na+1].[N][C][=C][C][=C][C][=C][Branch2][Branch1][#Branch1][C][Branch2][Ring2][#Branch1][N][=N][C][=C][C][=C][Branch2][Ring1][Ring1][N][=N][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][Ring1][=Branch2][O][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch1][Ring1][=Branch1][=C][Branch1][C][O][C][Ring2][Ring1][#C][=C][Ring2][Ring2][Ring1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],27,7,7,17
133,[C][C][Branch1][C][C][=C][C][C][\C][Branch1][C][C][=C][\C][=C][\C][Branch1][C][C][=O],13,0,1,20
134,[C][=C][N][C][C][N][Branch1][Ring1][C][=C][C][Ring1][#Branch1][=O],7,2,1,10
135,[N][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][N+1][Branch1][C][O-1][=O],6,2,3,6
136,[Mg+2],0,0,0,0
137,[O][=Ca],1,0,1,0
138,[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=C][Ring1][#Branch2],7,3,3,5
139,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][/C][=Branch1][=N][=C][/N][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=S][C][#N],13,3,3,11
140,[C][C][C][=C][Branch1][C][O][C][=Branch1][C][=O][C][=C][O][Ring1][Branch2],7,0,3,8
141,[C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],9,0,2,10
142,[O].[Pb].[O][SH0][Branch1][C][O][=Branch1][C][=O][=O],0,0,5,4
143,[C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N+1][Branch1][C][O-1][=O],8,1,2,6
144,[OH1-1].[OH1-1].[Ca+2],1,0,2,2
145,[Si+4].[Si+4].[Si+4].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O],0,0,16,0
146,[C][C][C][C][C][C][Cl],7,0,0,13
147,[O-1][N+1][=Branch1][C][=O][O][Bi][Branch1][#Branch1][O][N+1][Branch1][C][O-1][=O][O][N+1][Branch1][C][O-1][=O],0,3,9,0
148,[C][C][C][C][C][C][C][Branch1][C][C][=O],8,0,1,16
149,[C][C][C][C][C][/C][=C][/C][C][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O],12,0,4,20
150,[C][C][C][C][Branch1][Ring2][C][C][C][Branch1][=Branch1][C][Branch1][C][O][=O][C][Branch1][Ring2][C][C][C][Branch1][Ring2][\C][=C][\C][C][Branch1][C][O][=O],16,0,4,28
151,[C][C@H1][C][C][=Branch1][C][=O][C][=C][C][C][C@H1][C@@H1][C][C][C@H1][Branch1][C][O][C@@][Ring1][=Branch1][Branch1][C][C][C][C][C@@H1][Ring1][O][C@@][Ring2][Ring1][Ring2][Ring1][#C][C],20,0,2,30
152,[Na+1].[C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][\-Ring1][=Branch2][=N][/N][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][Cl][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],19,5,5,15
153,[C][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][O][C][=C][Ring2][Ring1][Ring1],21,0,4,24
154,[C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][=N][C][C][Ring1][Branch1][C][O][C][=Branch1][C][=O][C][=C][C][Ring1][S][Ring1][=N],18,0,4,24
155,[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],19,3,3,17
156,[O-2].[O-2].[O-2].[K+1].[K+1].[Ti+4],0,0,3,0
157,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C],11,0,2,20
158,[Zn+2].[C][C][C][C][C][Branch1][Ring1][C][C][C][O][PH0][Branch1][C][S-1][=Branch1][C][=S][O][C][C][Branch1][Ring1][C][C][C][C][C][C].[C][C][C][C][C][Branch1][Ring1][C][C][C][O][PH0][Branch1][C][S-1][=Branch1][C][=S][O][C][C][Branch1][Ring1][C][C][C][C][C][C],32,1,4,68
159,[C][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch2][Ring1][Branch1],12,0,2,18
160,[C][C][S],2,0,0,6
161,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],18,0,6,34
162,[C][C@H1][Branch1][=Branch2][C][C][C][=C][Branch1][C][C][C][C][C][=O],10,0,1,18
163,[C][C][Branch1][C][C][C@@][C][C][C@@][Branch1][C][C][Branch1][Ring2][O][Ring1][=Branch1][C@@H1][Branch1][C][O][C][Ring1][=Branch2],10,0,2,18
164,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][C][C][=O][C][=C][Ring1][#Branch2],12,0,1,16
165,[C][C][C][C][Br],4,0,0,9
166,[Na+1].[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C][Branch1][C][O-1][=O],17,2,5,30
167,[C][C][C][O][C][Branch1][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],13,0,2,20
168,[C][O][C][Branch1][Ring1][O][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch1][C][C][C],11,0,2,22
169,[C][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C],11,0,1,20
170,[Co+3].[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O+1][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][Ring1][=Branch1][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][N][Branch1][Ring1][C][C][C][C].[C][C][Branch1][C][C][O][C][C][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][C][C][Branch1][C][C][=N][N][Branch1][Branch1][C][=Ring1][=Branch1][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1].[C][C][Branch1][C][C][O][C][C][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][C][C][Branch1][C][C][=N][N][Branch1][Branch1][C][=Ring1][=Branch1][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],73,12,14,81
171,[O-1][N+1][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl],8,1,2,3
172,[C][C][/C][Branch1][C][C][=C][/C][C][C][Branch1][C][C][Branch1][C][O][C][#C],11,0,1,18
173,[C][O][Si][Branch1][=C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][Branch1][Ring1][O][C][O][C],10,0,5,20
174,[C][C][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1].[O][C][=Branch1][C][=O][C][=C].[Cl][C][C][C][O][Ring1][Ring1],22,0,5,25
175,[O][=C][C][=C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],10,1,2,7
176,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=C][Branch1][C][C][C][C][Ring1][=Branch1][=O],11,2,1,12
177,[O][B][Branch1][C][O][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2],7,0,3,7
178,[C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],12,0,1,16
179,[C][C][C][C][C][O][C][=Branch1][C][=O][C][C],8,0,2,16
180,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][O],14,0,2,30
181,[N][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][O][=O],11,1,2,23
182,[N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][C][Branch1][C][N][=N][C][C][C][C][C][C][N][=C][Branch1][C][N][N][=C][Branch1][C][N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],24,10,0,30
183,[C][\C][=C][/C][C][C][C][Ring1][Branch1][C][=C][Ring1][Branch1],9,0,0,12
184,[C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],17,2,1,20
185,[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],11,1,2,15
186,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],14,0,3,12
187,[C][C][C][C][Sn][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],16,1,0,36
188,[Mg+2].[C][O-1].[C][O-1],2,0,2,6
189,[Cd+2],1,0,0,0
190,[O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2][Ring2][Ring1][Ring2],22,2,3,18
191,[C][C][C][Branch1][C][C][Branch1][O][O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][C][Branch1][C][C][Branch1][C][C][C],12,0,4,26
192,[S][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],12,0,0,10
193,[C][C][O][C][C][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][O][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][P][N][C][=C][Ring2][Ring1][=Branch2],25,2,7,24
194,[Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][=N][Cl],12,0,3,0
195,[Ca+2].[C][C][=N][N][Branch2][Ring1][Ring1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][C][=O][C][Ring1][S][N][=N][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],19,4,7,10
196,[C][C][O],2,0,1,6
197,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],8,0,2,10
198,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],14,0,1,20
199,[Co+2].[C][C][C][Branch1][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][Branch1][C][O-1][=O].[C][C][C][Branch1][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][Branch1][C][O-1][=O],21,0,5,38
200,[C][/C][=C][/C][=Branch1][C][=O][C][C][Branch1][C][C][C][=C][C][C][Ring1][#Branch1][Branch1][C][C][C],13,0,1,20
201,[O][=C][Branch1][Branch2][O][C][C][C][O][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][O][Ring1][Ring1],14,0,6,14
202,[C][C][C][C][C][/C][=C][/C][C][C][=O],10,0,1,18
203,[Na+1].[Na+1].[C][N][Branch1][Ring2][C][C][O][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][=Branch1][O][N][C][=C][C][=C][Branch2][Branch1][Ring2][/C][=C][/C][=C][C][=C][Branch2][Ring1][=C][N][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Branch1][Ring2][=N][Ring1][=N][N][Branch1][C][C][C][C][O][C][=C][Ring2][Ring1][=Branch2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][Branch1][=C][Ring2][Ring2][Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Branch1][#Branch1],38,14,8,38
204,[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][=Branch2],9,0,1,12
205,[C][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][O][C][C][O][C][=C][Ring1][#Branch2],12,0,4,16
206,[C][N][=C][=S],2,1,0,3
207,[C][N][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],15,2,1,16
208,[O][=C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][O][Ring1][P],14,0,4,24
209,[C][C][Branch1][C][C][C][C][C][C][C][C][C][O],10,0,1,22
210,[Co+2].[C][C][C][Branch1][C][O-1][=O].[C][C][C][Branch1][C][O-1][=O],7,0,5,10
211,[C][C][O][C][=Branch1][C][=O][C][O][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],11,0,3,12
212,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][O],9,0,1,20
213,[C][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],10,0,2,12
214,[C][C][=Branch1][C][=O][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][#C],10,0,2,14
215,[C][C][N][Branch1][Ring1][C][C][C][C],6,1,0,15
216,[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][N][C][C][C][N][C][C][C][N],24,3,0,51
217,[C][S][C],2,0,0,6
218,[Na+1].[C][N][C][Branch1][C][S-1][=S],2,2,0,4
219,[N][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl],9,1,0,4
220,[Cl][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],10,1,0,3
221,[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O],11,0,3,8
222,[C][\C][=C][/C][=C].[C][/C][=C][/C][=C].[C][C][C][=C][C][Ring1][Branch1],15,0,0,24
223,[C][C][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][=O],13,0,1,18
224,[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[N][C][=C][Branch2][=Branch1][Ring2][N][=N][C][=C][C][Branch2][Ring2][=C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Ring1][Branch2][=C][C][=C][Ring2][Ring1][#C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch2][Branch1][P][=C][C][=C][C][=Branch2][Branch1][C][=C][Branch2][Ring2][Ring1][N][=N][C][=C][C][=C][C][Branch1][#C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=C][Ring1][=C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][Branch1][C][O][=C][Ring2][=Branch1][Ring2][Ring2][Ring1][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],38,16,22,23
225,[C][C][C][C][Sn][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][O][Sn][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],24,2,1,54
226,[C][C][C][C][C],5,0,0,12
227,[C][O][C][=C][C][Branch1][Ring2][\C][=C][\C][=C][C][=C][Ring1][=Branch2][O],10,0,2,12
228,[C][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C],9,0,1,10
229,[O].[C][C][Branch1][C][NH3+1][C][=C][C][=C][C][=C][Ring1][=Branch1].[C][C@@H1][O][C@@H1][Ring1][Ring1][PH0][Branch1][C][O][Branch1][C][O-1][=O],11,1,5,20
230,[Na+1].[Na+1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][I][C][=Branch1][C][=O][C][=Branch2][Ring1][=Branch2][=C][Ring1][Branch2][O][C][=C][Branch1][C][I][C][Branch1][C][O-1][=C][Branch1][C][I][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch2][I],20,2,5,6
231,[C][C][C][C][O][C][Branch1][C][C][=O],6,0,2,12
232,[N][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][SH0][Branch1][C][O][=Branch1][C][=O][=O][C][=Branch1][Ring2][=C][Ring1][P][SH0][Branch1][C][O][=Branch1][C][=O][=O],12,2,6,12
233,[C][O][C][=C][C][Branch1][Ring1][C][=O][=C][C][=Branch1][Branch1][=C][Ring1][Branch2][O][N+1][Branch1][C][O-1][=O],8,1,5,7
234,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Ring1][#Branch2],12,2,1,18
235,[O][=Pb],0,0,1,0
236,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C],15,3,0,17
237,[C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],24,0,3,40
238,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][=Branch1][C][Ring1][N][Ring1][Branch1][C][Ring1][Branch2][=C],15,0,0,24
239,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],15,0,3,14
240,[C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],17,0,4,16
241,[Ca+2].[Ca+2].[Ca+2].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O].[O-1][PH0][Branch1][C][O-1][Branch1][C][O-1][=O],3,0,8,0
242,[C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1][O][C][Branch1][C][C][=O],13,0,2,24
243,[N][#C][CH0][=Branch1][=Branch2][=CH0][C][C][CH2][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],14,1,0,15
244,[O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],16,1,2,11
245,[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C][=C][Ring1][P],14,2,4,12
246,[C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],14,0,1,22
247,[C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],15,0,1,24
248,[C][O][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],15,3,5,13
249,[Cl-1].[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][NH1+1][Branch1][C][C][C],21,1,0,44
250,[Br-1].[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],16,1,0,36
251,[OH1-1].[OH1-1].[Cd+2],1,0,2,2
252,[C][C][Branch1][C][C][=C][C][C][\C][Branch1][C][C][=C][\C][O],10,0,1,18
253,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],8,0,2,10
254,[N][C][C][=N][N][Branch1][Ring2][C][C][O][C][=Ring1][Branch2][N].[O][SH0][Branch1][C][O][=Branch1][C][=O][=O],5,4,5,12
255,[Na+1].[Na+1].[O-1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],6,2,6,4
256,[C][C][C][C][O][C][C][O][PH0][=Branch1][C][=O][Branch1][=Branch2][O][C][C][O][C][C][C][C][O][C][C][O][C][C][C][C],18,0,7,39
257,[C][C][C][C][C][C][O][C],7,0,1,16
258,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][=O],13,0,1,18
259,[C][C][C][C][=Branch1][O][=C][C][Branch1][C][C][C][Ring1][#Branch1][C][O][C],10,0,1,18
260,[C][C][/C][Branch1][C][C][=C][/C][C][C][Branch1][C][C][Branch1][C][O][C][=C],11,0,1,20
261,[O][=C][Branch1][Branch2][O][C][C][C][O][Ring1][Ring1][C][=C][C][=C][Branch1][N][C][=Branch1][C][=O][O][C][C][C][O][Ring1][Ring1][C][=Branch1][Ring2][=C][Ring1][=N][C][=Branch1][C][=O][O][C][C][C][O][Ring1][Ring1],18,0,9,18
262,[C][C][C][C][Branch1][C][C][Branch1][Branch1][C][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],12,0,1,16
263,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C],10,0,2,20
264,[O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1],9,1,1,7
