,SMILES
379,CC(=O)CC(C)(C)C1CCCCC1
380,CC(C)C1CCC(C)CC1O
381,[Co++].[O-][Mo]([O-])(=O)=O
382,Nc1ccc(Nc2ccccc2)cc1
383,CCC(C)C(=O)N(C)c1ccccc1
384,CO[Si](C)(OC)C=C
385,NC(=O)c1cccnc1
386,CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O
387,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(c1)C=C(C(=O)/C2=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)[S]([O-])(=O)=O
388,Cc1cc(C)cc(O)c1
389,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
390,CC(C)CC(=O)CC(C)C
391,COc1ccc(CC=C)cc1OC
392,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O
393,[Al+3].[O-]c1ccc2cc(ccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O)[S]([O-])(=O)=O
394,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O
395,C=CC1CCC=CC1
396,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
397,CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO
398,CCCCOC(=O)c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC
399,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(O)cc4
400,CO[Si](CCCOC(=O)C=C)(OC)OC
401,CCCCCCCCCCCO
402,[Ba++].[O-][B][O-]
403,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C
404,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14
405,CCCCC(CC)COC(=O)OOC(C)(C)C
406,CO[Si](OC)(C1CCCC1)C2CCCC2
407,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C
408,CCCC=O.Nc1ccccc1
409,[Zn++].CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC([O-])=O
410,CCCCCCCCCCCCCCCCCC(O)=O.NCCNCCNCCNCCN
411,CC/C=C/CCOC(=O)c1ccccc1O
412,CC(C)[C@@H]1CC[C@@H](C)CC1=O
413,COC(=O)c1ccc(cc1[N+]([O-])=O)C(O)=O
414,Cc1cc(C)cc(C)c1
415,CC(=O)OC(C)(C)CCCC(=C)C=C
416,Cc1ccc(cc1Cl)[N+]([O-])=O
417,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C
418,CCCN(CCC)CCC
419,N
420,O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N2CCCCCC2=O
421,CC(C)CCOC(=O)CC(C)C
422,CCCCCC(CO)CCC
423,Nc1ccc(CCc2ccc(N)cc2)cc1
424,COC(=O)c1cccnc1
425,[Ca++].O[C@H]([C@@H](O)C(O)=O)C(O)=O
426,CC(C)(C)c1ccc(cc1)C(O)=O
427,[Cl-].[Cu+]
428,[Ni++].[O-][Mo++]([O-])([O-])[O-]
429,Nc1cccc2ccc(cc12)[S](O)(=O)=O
430,FC(F)C(F)(F)F
431,Cc1cccc(O)c1C
432,Oc1c(I)cc(Cl)c2cccnc12
433,CCCCC(CC)C(=O)OOC(C)(C)C
434,CC1C(CC2CC1C2(C)C)C=O
435,CC(C)(O)CCc1ccccc1
436,CC(=O)Oc1ccc(cc1)[N+]([O-])=O
437,CC(=O)c1oc2ccccc2c1
438,[Cl-].[NH3+]c1cc(cc(Cl)c1O)[N+]([O-])=O
439,CCC(O)COC1CCCCC1C(C)(C)C
440,CC(C)C1CCC(C)CC1OO
441,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1
442,OC1(CCCCC1)C(=O)c2ccccc2
443,[H+].[H+].[Cl-].[Cl-].NNCc1ccccc1
444,CCOc1nc2cccc(C(O)=O)c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5
445,Clc1nc(Cl)nc(Cl)n1
446,COc1cc(c(O)c(c1)C(C)(C)C)c2cc(OC)cc(c2O)C(C)(C)C
447,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O
448,CN(C=O)c1ccccc1
449,Nc1ccc(cc1[S](O)(=O)=O)[S](O)(=O)=O
450,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O
451,COc1ccc(cc1[N+]([O-])=O)C(O)=O
452,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O
453,CC(C)(C)C(=O)OCCc1ccccc1
454,CC(OC(C)=O)C1CCCCC1
455,CC(=O)CCC1=C(C)CCCC1(C)C
456,[Br-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
457,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3
458,CCCCCCO
459,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
460,CC/C(C)=C/CC/C(C)=C/C#N
461,CCCCCCC1(C)CCC(=O)O1
462,COC(C)(C)C
463,[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O
464,C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3
465,CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17
466,C(NCc1ccccc1)c2ccccc2
467,Cc1cccc2n[nH]nc12
468,Nc1cc(cc(c1O)[S](O)(=O)=O)[N+]([O-])=O
469,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1
470,COC(=O)c1ccccc1C(=O)OC
471,[Cl-].CN(C)c1ccc(cc1)[C+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
472,CCCCCC1CCCC(=O)O1
473,CCOC(=O)CC(=O)C(F)(F)F
474,[O-][N+](=O)OCCOCCO[N+]([O-])=O
475,O[Si](O)(c1ccccc1)c2ccccc2
476,CCCCCOC(=O)CCCC
477,CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O
478,[Ni++].[O-]C(=O)C([O-])=O
479,CC\C=C/CCOC(=O)c1ccccc1
480,COC(=O)c1ccc(c(N)c1)C(=O)OC
481,CCCC(CC)CCCCCCCN
482,OC(=O)CCCCCCCCCCC(O)=O
483,CC1(C)CCC2OC23C(C)(C)C4CCC13C4
484,CC(O)CSCCCCCCCCC(C)(C)C
485,CCCCCCCCCCCC(O)=O
486,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4
487,[O--].[O--].[O--].[Lu+3].[Lu+3]
488,CCCCC(CC)COC(=O)CS
489,CCC(C)(C)c1ccccc1
490,CC(CCC=O)C1C(=CCCC1(C)C)C
491,CC1(C)C2CCC(C2)C1=C
492,CC(CC1CCCC1=O)C2CCC(=CC2)C
493,CCCCCCCCCC(=O)OC
494,[Pr+3].[Pr+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
495,CCCCN(CCCC)C(=O)N(CCCC)CCCC
496,CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C
497,COC1CCCCCCCCCCC1
498,CCOC1(C)CCC2C(=C)C1CCC2(C)C
499,CCN(CC)C(=S)SSC(=S)N(CC)CC
500,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(C2=O)c34)c(C)c1
501,Cc1cc(cc(C)c1CC#N)C(C)(C)C
502,CC(C)(c1ccccc1)c2ccc(O[P@]3OC[C@]4(CO3)CO[P@](OC4)Oc5ccc(cc5C(C)(C)c6ccccc6)C(C)(C)c7ccccc7)c(c2)C(C)(C)c8ccccc8
503,O=C1NC(=O)c2cccc3cccc1c23
504,CCCC[Sn](=O)CCCC
505,CCCC[Sn++]CCCC.CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
506,O=C1CCC2CCCCC2O1
507,COC(=O)c1ccc(C)cc1
508,CC1CC(C)(C)OC(Cc2ccccc2)O1
509,Nc1ccccc1N
510,O=C1N[S](=O)(=O)c2ccccc12
511,[Na+].Cc1cc(ccc1N)[S]([O-])(=O)=O
512,CC(C)CCCC(C)CC#N
513,[Ca++].[O-][Mo]([O-])(=O)=O
514,O=C1CCCCCN1C(=O)c2cccc(c2)C(=O)N3CCCCCC3=O
515,CC(C)=CCC\C(C)=C\CCC(C)=O
516,CCCCCC(=O)OCC=C
517,[Na+].Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O
518,Fc1ccc(cc1)C(=O)CCCCl
519,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C
520,CC(C)OC(=O)CCC(=O)OC(C)C
521,[Sr++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O
522,[Cl-].C[N+](C)(C)c1ccc2ccc(O)c(N=Nc3ccc(N)cc3)c2c1
523,NC(=O)C(F)(F)F
524,CCC(C)(C)C1CCC(=O)CC1
525,Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O
526,CCCCCCC#CC(=O)OC
527,CCCCCCCCCCO
528,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3
529,COc1ccc(OC)c(Cl)c1
530,OCCOc1ccc2ccccc2c1
531,CCCCOc1ccccc1
532,O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2
533,CCCCCCCC\C=C/CCCCCCCCNCCCN
534,Clc1ccc(Cl)c(Cl)c1
535,Cc1c(CO)nccc1OCC(F)(F)F
536,COC
537,COc1cc(\C=C\C(O)=O)cc(OC)c1OC
538,[Ba++].[O-]P=O.[O-]P=O
539,BrCCCCBr
540,C1CCc2ccccc2C1
541,CCCCOC(=O)CCCCC(=O)OCCCC
542,CCO[P](=O)(C(=O)c1c(C)cc(C)cc1C)c2ccccc2
543,Cc1ccc(c(O)c1)C(C)(C)C
544,COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O
545,[Co++].CC([O-])=O.CC([O-])=O
546,C=CC(=O)OCCCCCCOC(=O)C=C
547,CCCCCCCCCC(=O)N(C)C
548,Nc1ccc(cc1)N=Nc2ccccc2
549,CC1=CCC(CC#N)C1(C)C
550,Cc1ccc(O)c(c1)C(C)(C)C
551,[Cl-].C[N+](C)(C)c1ccccc1
552,CC(=O)OC(C)(C)C1CCC(=CC1)C.CC23CCC(CC2)C(C)(C)O3
553,C=CCOc1nc(OCC=C)nc(OCC=C)n1
554,CCCCC(O)=O
555,CC(O)C(C)Cc1ccccc1
556,CCCCC(C(=O)OCC)C(=O)OCC
557,CCCCCCCCCCCC1=NCCN1CCO
558,FC(F)(F)c1ccc(Cl)cc1
559,Oc1ccc(cc1)c2ccc(O)cc2
560,C\C=C\OC1CCC(CC1)O\C=C\C
561,O=C1CCCCCCCCCOCCCCCO1
562,CCCCCCCCCCC(C)CCCCCCCC
563,NC(=O)N=NC(N)=O
564,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C
565,CC(Cc1ccc(cc1)C(C)(C)C)C=O
566,COc1ccc(cc1N)C(=O)Nc2ccccc2
567,[C-]#[O+]
568,CCC(C)(C)Cl
569,N#CCN(CCN(CC#N)CC#N)CC#N
570,CC(C)(C)OOC(=O)c1ccccc1
571,CC(F)F
572,CCC(C)(O)CCCC(C)C
573,COc1ccc2NC(=S)Nc2c1
574,FC(F)(F)Br
575,[Zn++].CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C.CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C
576,C1OC1COc2ccc3c(OCC4CO4)cccc3c2
577,CC(C)=CCC\C(C)=C\COC=O
578,O.O.O.O.[Pb].[Pb].[Pb].[Pb].[Pb].[O-][S]([O-])(=O)=O
579,C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C
580,CO[SiH](CC1CCCCC1)OC
581,Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O
582,[Zn++].Cc1cccc2[N-]C(=S)Nc12.Cc3cccc4NC(=S)[N-]c34
583,OC(=O)CC[P](O)(=O)c1ccccc1
584,O=[S](Cc1ccccc1)Cc2ccccc2
585,CC(C)(N=NC(C)(C)C#N)C#N
586,CCC(C)COC(=O)C=C
587,Clc1sc2ccccc2n1
588,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO
589,Clc1ccc2c(Cl)ccnc2c1
590,Nc1ccccc1[S](O)(=O)=O
591,[Ti+4].CC(C)[O-].CC(C)[O-].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O
592,CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O
593,CCC(=O)OC1C(C)CCCC1(C)C
594,COC(=O)c1ccc(cc1)C(=O)OC
595,CCCCCCCC1CCCC1=O
596,O=C(Cc1ccccc1)OCc2ccccc2
597,CN(C)C(=S)SC(=S)N(C)C
598,C[C@@H](CCO)CCC=C(C)C
599,CCC(=O)C(C)CC=C(C)C
600,Cc1cc(C)c(N)c(c1)[S](O)(=O)=O
601,s1cccc1
602,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2
603,ClC(Cl)(Cl)C=O
604,CCC(C)CO
605,CC(C)CCO
606,[Na+].[Na+].[Na+].[Na+].CC(=O)Nc1ccc(c2C=C(/C(=N/Nc3ccc(N=Nc4ccc(cc4)[S]([O-])(=O)=O)c5ccc(cc35)[S]([O-])(=O)=O)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O
607,s1cnc2ccccc12
608,OC(=O)c1cccc(c1)[N+]([O-])=O
609,O=[Mo]=O
610,O=C1Nc2ccccc2C(=O)O1
611,OC(c1ccccc1)C(=O)c2ccccc2
612,CCCCCCCCO
613,O=[Te]=O
614,COC(=O)COc1nc(F)c(Cl)c(N)c1Cl
615,CC(C)=CCCC(C)(OC(C)=O)C=C
616,CC(C)(C)c1cccc(c1O)C(C)(C)C
617,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc3O2
618,[Ce+3].[Ce+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
619,CCCCC(CC)COC(C)=O
620,CCCCCCCCC(C)C#N
621,CCN1C(=O)C(=N/Nc2ccc(Cl)cc2[N+]([O-])=O)/C(=C(C#N)C1=O)C
622,CC(C)CCCC=C
623,ClCCc1cc2CC(=O)Nc2cc1Cl
624,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC
625,CC(c1ccccc1)c2ccccc2
626,Cc1ccccc1Cc2ccccc2
627,[Nd+3].[Nd+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
628,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O
629,OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O
630,O=C(OCc1ccccc1)/C=C/c2ccccc2
631,O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3
632,[O--].[O--].[O--].[Gd+3].[Gd+3]
633,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C
634,Cc1cc(C)c(c(C)c1)C(=O)[P](=O)(c2ccccc2)c3ccccc3
635,CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC
636,[O--].[O--].[O--].[O--].[O--].[Ti+4].[Zr+4].[Pb++]
637,CCOC(=O)C1C(C=C(C)C)C1(C)C
638,NC(=O)c1ccc(NC(=O)c2ccc(cc2)[N+]([O-])=O)cc1
639,CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C
640,COc1cc(N[S](=O)(=O)c2ccc(C)cc2)c3C(=O)c4ccccc4C(=O)c3c1N
641,[H+].[Mn++].Cc1cc(c(cc1Cl)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O)[S]([O-])(=O)=O
642,Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1
643,COc1cc(NC(=O)c2cc3ccccc3cc2O)c(OC)cc1Cl
644,CCCCC(CC)COC(=O)C(C)=C
645,CCCCC(CC)CCl
646,NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1
647,C.CCCCCCCCCCCCO
648,C=CC(=O)OCCCCCCCCCCOC(=O)C=C
649,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C
650,CC1(C)CC2(CC(C)(C)N1)OC3(CCCCCCCCCCC3)NC2=O
651,CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC
652,CCCCC(CC)COC(=O)CS[Sn](C)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC
653,ClC(=O)OCCOCCOC(Cl)=O
654,[Lu+3].[Lu+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O
655,OCc1cccc(Oc2ccccc2)c1
656,O=C1CCCCCCCCCCCN1
657,COC(=O)\C=C\c1ccccc1
658,CSc1cc(SC)c(N)c(C)c1N
659,COc1ccc(\C=C\C)cc1OC
660,Cc1ccc2cccc(O)c2n1
661,[Co++].CCC1CCC(CCC([O-])=O)C1.CCC2CCC(CCC([O-])=O)C2
662,CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C
663,CCCCCOC=O
664,COC(=O)c1cccc(c1)C(=O)OC
665,C=Cc1ccccc1
666,CCCCCCOC(=O)C(C)=C
667,Clc1cc(Cl)c(Cl)nc1Cl
668,Nc1scc(n1)c2ccc3ccccc3c2
669,CCCCCC(CO)Cc1ccccc1
670,CCCCCCCCCC=O
671,CC(=O)OC/C=C(C)/CCC=C(C)C
672,CC(CC/C=C(C)/CCC=O)C=C
673,COC(=O)C(F)(F)F
674,CCOc1cc(C=O)ccc1O
675,CC(=O)CCc1ccccc1
676,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl
677,CC(=O)OC\C=C\c1ccccc1
678,CC(=O)Oc1ccc(cc1C2C(=O)Oc3ccc(cc23)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C
679,CCCCC(CC)COC(=O)Nc1ccc(C)c(NC(=O)OCCN(C)C)c1.CC(O)C(O)=O
680,CCC(C)CCCC(C)(C)O
681,[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
682,Nc1cc(ccc1O)[S](O)(=O)=O
683,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
684,CCCCCCCC/C=C/CCCCCCCC(O)=O.NCCO
685,CC(CO)CCC1CC=C(C)C1(C)C
686,CCCCCCCCCCCC(=O)N(C)C
687,CC(C)(C)C1CCC(O)CC1
688,CCCCCCCCCCCCCCN(C)C
689,CCCCl
690,[Zn++].CC(C)CC(C)O[P]([S-])(=S)OC(C)C.CC(C)CC(C)O[P]([S-])(=S)OC(C)C
691,[O-][N+](=O)c1cccc(Cl)c1
692,CC(=O)c1ccc2ccccc2c1
693,[Na+].[Na+].Nc1ccc(N=Nc2ccc(N[S](=O)(=O)c3ccc(cc3)N=Nc4c(O)c5c(N)c(N=Nc6ccc(cc6)[N+]([O-])=O)c(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc2)c(N)c1
694,CC(Cl)CCl
695,CCNc1ccccc1
696,CC(C)CCOCCC(C)C
697,[Na+].CN(c1ccccc1)[S](=O)(=O)C2=CC(=O)C3=C(NNc4ccc(NC(=O)CCl)cc4[S]([O-])(=O)=O)C(=N)C=CC3=C2
698,Cc1ccc(Cl)c(Cl)c1
699,COc1cc(c(OC)cc1N)[S](=O)(=O)Nc2ccccc2
700,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O
701,[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3
702,CC(C)CO[P](=O)(OCC(C)C)OCC(C)C
703,COC(=O)c1ccccc1C
704,CC(C)=C
705,CC(=O)OC[C@@H](OC(C)=O)C=C
706,Nc1cccc(O)c1
707,CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4
708,CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C
709,Cc1c(Cl)cccc1Cl
710,O=C1CCCCCCCCCCC1
711,CC(C)=CCCC(C)(O)C#C
712,Cc1ccc(cc1[N+]([O-])=O)C(O)=O
713,COc1ccc(cc1N)[S](O)(=O)=O
714,Oc1ccc(cc1O)C(=O)c2ccccc2
715,CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C.CC([O-])=O
716,CCCC1C[C@](C)(CCO1)OC(C)=O.CCCC2C[C@@](C)(CCO2)OC(C)=O
717,CCCCC(CC)CN
718,Cc1ccc(N)cc1Cl
719,Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2
720,CC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccc(O)cc3
721,Cc1ccc(Cl)cc1Cl
722,COC1OC(CO[S](=O)(=O)c2ccc(C)cc2)C3OC(C)(C)OC13
723,COc1ccccc1C
724,OC(=O)Cc1ccc(Cl)cc1Cl
725,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3
726,[Zr+4].CCC([O-])=O
727,Clc1ccc(cc1)C#N
728,[O-][N+](=O)c1ccc(Cl)cc1
729,CC(C)c1ccc(C=O)cc1
730,CC(=C)C(=O)OCCCCOC(=O)C(C)=C
731,CCC(=O)c1cccc(Cl)c1
732,C1OC1COc2ccccc2
733,OC(=O)CCCCCCCC(O)=O
734,O=C1CCCCCCCCCCOCCCCO1
735,CC(C)CCCC(C)CC=O
736,S=C(Nc1ccccc1)Nc2ccccc2
737,C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CCC2=O
738,CCCBr
739,COc1ccc(Cl)cc1
740,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
741,[Na+].[O-][S](=O)(=O)c1cccc(c1)N=Nc2ccc(Nc3ccccc3)cc2
742,CNC(=O)N(c1ccccc1)c2ccccc2
743,Nc1ccccc1c2ccccc2
744,ClCCO[P](=O)(OCCCl)OCC(CCl)(CCl)CO[P](=O)(OCCCl)OCCCl
745,OC(=O)C1CCC(CC1)C(O)=O
746,CCc1cccc2c(CCO)c[nH]c12
747,CCOC(C)OC(C)(CCC=C(C)C)C=C
748,O=C(c1ccccc1)c2ccccc2
749,CCCC(=O)OC(C)C1CCCCC1
750,CCC1(CC=C2CCCc3cc(OC)ccc23)C(O)CCC1=O
751,CCC(C)c1ccccc1
752,[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1
753,CC(=O)OC(C)(C)C1CCC(=CC1)C
754,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
755,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C
756,Nc1ccc(cc1)C(F)(F)F
757,[Cl-].CC[N+](CC)(CC)Cc1ccccc1
758,[Na+].[Na+].[O-]C(=O)CCCCCCCCC([O-])=O
759,CCCCOCCOCCOC(=O)C(C)=C
760,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F
761,CC(=O)c1cccc2ccccc12
762,CC(C)c1ccc(N)cc1
763,COc1ccc(N)cc1
764,CCCCCO
765,COc1ccc(cc1N)[N+]([O-])=O
766,CC(=C)C(=O)OCC=C
767,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I
768,CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C
769,CC(C)CCOCCc1ccccc1
770,Oc1ccc2ccccc2c1C=O
771,Nc1nc(N)c(N=O)c(N)n1
772,ClC\C=C/Cl
773,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
774,COCc1ccc(O)c(OC)c1
775,CCCCCC1COCCC1OC(C)=O
776,Nc1ccc(N=Nc2ccccc2)c(N)c1
777,COc1ccc(O)c(c1)C(C)(C)C
778,C1CC(CCN1)N2CCOCC2
779,CCO[Si](CC(C)C)(OCC)OCC
780,Oc1cc(C=O)cc(c1O)[N+]([O-])=O
781,CCOC(=O)C(C)(C)c1ccccc1
782,Cc1ccc(N)c(c1)[N+]([O-])=O
783,S=C=S
784,COC(=O)c1ccccc1
785,CCCCCCCC(OC)OC
786,C1CNCCNCCNCCN1
787,C=CCCCCCCCCC=O
788,COC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C)C(C)(C)C1.CN2C(C)(C)CC(CC2(C)C)OC(=O)CCCCCCCCC(=O)OC3CC(C)(C)N(C)C(C)(C)C3
789,CC(C)Cc1ccc(cc1)C(C)C(O)=O
790,[Na+].[O-][Cl](=O)(=O)=O
791,CCNc1nc(NC(C)C)nc(SC)n1
792,COc1cccc(c1)C(C)=O
793,[nH]1cnc2ccccc12
794,O=C1NC(=O)NC(=O)N1
795,ClCCCN1C(=O)Nc2ccccc12
796,Clc1ccccn1
797,Oc1cc(Cl)ccc1Cl
798,[Na+].[Na+].[Cu++].[Cu++].N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])c3ccc(Nc4ccc5c([O-])c(N=Nc6cc(ccc6[O-])[S](N)(=O)=O)c(cc5c4)[S]([O-])(=O)=O)cc3cc2[S]([O-])(=O)=O
799,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
800,[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
801,[As]
802,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]45CCC(=O)O5
803,CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C
804,CC(C)c1ccc(O)cc1C
805,COC1CC(C)CCC1C(C)C
806,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C=C3Oc4c2cc(Br)c([O-])c4C5=CC=C[Hg]5
807,CC1=CCC2C(C1)C2(C)C
808,O=C1CCCCCCCCCC\C=C/CC1
809,O=[Zn]
810,Cc1ccccc1Oc2ccccc2C
811,CC(C)c1cccc2ccccc12
812,CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3
813,COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccccc2
814,[O--].[O--].[O--].[Sb+3].[Sb+3]
815,Nc1nc(N)nc(N)n1.O=C2NC(=O)NC(=O)N2
816,[Zn++].[Zn++].[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
817,[O-][N+](=O)c1ccccc1c2ccc(Cl)cc2
