,smiles,carbons,nitrogens,oxygens,hydrogens
713,C12C3C1N1C2C31,5,1,0,5
714,C1=CN=NC=C1,4,2,0,4
715,C1=CN=NN=C1,3,3,0,3
716,C1=NN=CN=N1,2,4,0,2
717,C1=NN=NC=N1,2,4,0,2
718,C1=NN=NN=C1,2,4,0,2
719,CC1=CC=NN1,4,2,0,6
720,CC1=CC=NO1,4,1,1,5
721,CC1=CN=NN1,3,3,0,5
722,CC1=CN=NO1,3,2,1,4
723,CC1=CNN=C1,4,2,0,6
724,CC1=CNN=N1,3,3,0,5
725,CC1=CON=C1,4,1,1,5
726,CC1=CON=N1,3,2,1,4
727,CC1=NC=NN1,3,3,0,5
728,CC1=NC=NO1,3,2,1,4
729,CC1=NNC=C1,4,2,0,6
730,CC1=NNC=N1,3,3,0,5
731,CC1=NNN=C1,3,3,0,5
732,CC1=NNN=N1,2,4,0,4
733,CC1=NOC=C1,4,1,1,5
734,CC1=NOC=N1,3,2,1,4
735,CC1=NON=C1,3,2,1,4
736,CC1=NON=N1,2,3,1,3
737,CN1C=CC=N1,4,2,0,6
738,CN1C=CN=N1,3,3,0,5
739,CN1C=NC=N1,3,3,0,5
740,CN1C=NN=C1,3,3,0,5
741,CN1C=NN=N1,2,4,0,4
742,CN1N=CC=N1,3,3,0,5
743,CN1N=CN=N1,2,4,0,4
744,CN1N=NN=N1,1,5,0,3
745,N=C1NC=NO1,2,3,1,3
746,N=C1NN=NN1,1,5,0,3
747,N=C1OC=NO1,2,2,2,2
748,N=C1ON=NO1,1,3,2,1
749,NC1=CC=NN1,3,3,0,5
750,NC1=CC=NO1,3,2,1,4
751,NC1=CN=NN1,2,4,0,4
752,NC1=CN=NO1,2,3,1,3
753,NC1=CNN=C1,3,3,0,5
754,NC1=CNN=N1,2,4,0,4
755,NC1=CON=C1,3,2,1,4
756,NC1=CON=N1,2,3,1,3
757,NC1=NC=NN1,2,4,0,4
758,NC1=NC=NO1,2,3,1,3
759,NC1=NNC=C1,3,3,0,5
760,NC1=NNC=N1,2,4,0,4
761,NC1=NNN=C1,2,4,0,4
762,NC1=NNN=N1,1,5,0,3
763,NC1=NOC=C1,3,2,1,4
764,NC1=NOC=N1,2,3,1,3
765,NC1=NON=C1,2,3,1,3
766,NC1=NON=N1,1,4,1,2
767,O=C1NC=NN1,2,3,1,3
768,O=C1NC=NO1,2,2,2,2
769,O=C1NN=NN1,1,4,1,2
770,O=C1NN=NO1,1,3,2,1
771,O=C1OC=NO1,2,1,3,1
772,O=C1ON=NO1,1,2,3,0
773,OC1=CC=NN1,3,2,1,4
774,OC1=CNN=C1,3,2,1,4
775,OC1=CNN=N1,2,3,1,3
776,OC1=NC=NN1,2,3,1,3
777,OC1=NNC=C1,3,2,1,4
778,OC1=NNC=N1,2,3,1,3
779,OC1=NNN=C1,2,3,1,3
780,OC1=NNN=N1,1,4,1,2
781,OC1=NOC=C1,3,1,2,3
782,OC1=NOC=N1,2,2,2,2
783,OC1=NON=N1,1,3,2,1
784,CC#CC(C)=NO,5,1,1,7
785,CC(CC#C)=NO,5,1,1,7
786,CC(CC#N)=NO,4,2,1,6
787,CC(CC=O)=NO,4,1,2,7
788,CC(CCO)=NO,4,1,2,9
789,CCCC(C)=NO,5,1,1,11
790,COCC(C)=NO,4,1,2,9
791,CC(=NO)C(C)=NO,4,2,2,8
792,CC(=NO)C(N)=O,3,2,2,6
793,CC(C)C(C)=NO,5,1,1,11
794,CC(O)C(C)=NO,4,1,2,9
795,CC1CC(C1)=NO,5,1,1,9
796,CN1CC(C1)=NO,4,2,1,8
797,ON=C1CC(O)C1,4,1,2,7
798,ON=C(C#C)C#C,5,1,1,3
799,CCC(=NO)C#C,5,1,1,7
800,OCC(=NO)C#C,4,1,2,5
801,CCC(CC)=NO,5,1,1,11
802,CCC(CO)=NO,4,1,2,9
803,CC1CCC1=NO,5,1,1,9
804,CC1NCC1=NO,4,2,1,8
805,CC1OCC1=NO,4,1,2,7
806,ON=C1CCC1O,4,1,2,7
807,ON=C1CC=CC1,5,1,1,7
808,ON=C1CCC=C1,5,1,1,7
809,ON=C1CNC=C1,4,2,1,6
810,ON=C1CCCC1,5,1,1,9
811,ON=C1CCOC1,4,1,2,7
812,CC(=NO)C1CC1,5,1,1,9
813,CC(=NO)C1CN1,4,2,1,8
814,CC(=NO)C1CO1,4,1,2,7
815,ON=C1CC2CC12,5,1,1,7
816,ON=C1CC2NC12,4,2,1,6
817,ON=C1CC2OC12,4,1,2,5
818,ON=C1CN2CC12,4,2,1,6
819,CC1=CC(C)=CN1,6,1,0,9
820,CC1=CC(C)=CO1,6,0,1,8
821,CC1=CC(N)=CN1,5,2,0,8
822,CC1=CC(N)=CO1,5,1,1,7
823,CC1=CC(O)=CN1,5,1,1,7
824,CC1=CC(O)=CO1,5,0,2,6
825,CC1=CNC(N)=C1,5,2,0,8
826,CC1=CNC(O)=C1,5,1,1,7
827,CC1=CNC(O)=N1,4,2,1,6
828,CC1=COC(N)=C1,5,1,1,7
829,CC1=COC(N)=N1,4,2,1,6
830,CC1=COC(O)=N1,4,1,2,5
831,CC1=NC(C)=CN1,5,2,0,8
832,CC1=NC(C)=CO1,5,1,1,7
833,CC1=NC(N)=CO1,4,2,1,6
834,CC1=NC(O)=CN1,4,2,1,6
835,CC1=NC(O)=CO1,4,1,2,5
836,NC1=CC(N)=CN1,4,3,0,7
837,NC1=CC(N)=CO1,4,2,1,6
838,NC1=CC(O)=CN1,4,2,1,6
839,NC1=CC(O)=CO1,4,1,2,5
840,NC1=CNC(O)=C1,4,2,1,6
841,NC1=CNC(O)=N1,3,3,1,5
842,NC1=COC(O)=N1,3,2,2,4
843,NC1=NC(N)=CO1,3,3,1,5
844,NC1=NC(O)=CN1,3,3,1,5
845,NC1=NC(O)=CO1,3,2,2,4
846,OC1=CC(O)=CN1,4,1,2,5
847,OC1=NC(O)=CN1,3,2,2,4
848,CC1=CC=C(C)N1,6,1,0,9
849,CC1=CC=C(C)O1,6,0,1,8
850,CC1=CC=C(N)N1,5,2,0,8
851,CC1=CC=C(N)O1,5,1,1,7
852,CC1=CC=C(O)N1,5,1,1,7
853,CC1=CN=C(C)O1,5,1,1,7
854,CC1=CN=C(N)O1,4,2,1,6
855,CC1=CN=C(O)N1,4,2,1,6
856,CC1=CN=C(O)O1,4,1,2,5
857,CC1=NC=C(N)O1,4,2,1,6
858,CC1=NC=C(O)N1,4,2,1,6
859,NC1=CC=C(N)N1,4,3,0,7
860,NC1=CC=C(N)O1,4,2,1,6
861,NC1=CC=C(O)N1,4,2,1,6
862,NC1=CC=C(O)O1,4,1,2,5
863,NC1=CN=C(N)O1,3,3,1,5
864,NC1=CN=C(O)N1,3,3,1,5
865,NC1=CN=C(O)O1,3,2,2,4
866,OC1=CC=C(O)N1,4,1,2,5
867,OC1=CN=C(O)N1,3,2,2,4
868,CC1=CNC(=N)O1,4,2,1,6
869,CC1=CNC(=O)N1,4,2,1,6
870,CC1=CNC(=O)O1,4,1,2,5
871,CC1=COC(=N)N1,4,2,1,6
872,CC1=COC(=N)O1,4,1,2,5
873,CC1=COC(=O)N1,4,1,2,5
874,CC1=COC(=O)O1,4,0,3,4
875,NC1=CNC(=N)O1,3,3,1,5
876,NC1=CNC(=O)N1,3,3,1,5
877,NC1=CNC(=O)O1,3,2,2,4
878,NC1=COC(=N)O1,3,2,2,4
879,NC1=COC(=O)N1,3,2,2,4
880,NC1=COC(=O)O1,3,1,3,3
881,OC1=CNC(=N)O1,3,2,2,4
882,OC1=CNC(=O)N1,3,2,2,4
883,OC1=CNC(=O)O1,3,1,3,3
884,OC1=COC(=N)N1,3,2,2,4
885,OC1=COC(=N)O1,3,1,3,3
886,OC1=COC(=O)O1,3,0,4,2
887,CN1C=CC(C)=C1,6,1,0,9
888,CN1C=CC(N)=C1,5,2,0,8
889,CN1C=CC(O)=C1,5,1,1,7
890,CN1C=NC(C)=C1,5,2,0,8
891,CN1C=NC(N)=C1,4,3,0,7
892,CN1C=NC(O)=C1,4,2,1,6
893,N=C1C=COC=N1,4,2,1,4
894,N=C1N=CNC=N1,3,4,0,4
895,N=C1N=COC=N1,3,3,1,3
896,O=C1C=CNC=C1,5,1,1,5
897,O=C1C=CNC=N1,4,2,1,4
898,O=C1C=COC=C1,5,0,2,4
899,O=C1C=COC=N1,4,1,2,3
900,O=C1N=COC=N1,3,2,2,2
901,N=C1NC=NC=N1,3,4,0,4
902,N=C1OC=CC=C1,5,1,1,5
903,N=C1OC=CC=N1,4,2,1,4
904,N=C1OC=CN=C1,4,2,1,4
905,N=C1OC=NC=C1,4,2,1,4
906,N=C1OC=NC=N1,3,3,1,3
907,O=C1NC=CC=C1,5,1,1,5
908,O=C1NC=CC=N1,4,2,1,4
909,O=C1NC=CN=C1,4,2,1,4
910,O=C1NC=NC=C1,4,2,1,4
911,O=C1NC=NC=N1,3,3,1,3
912,O=C1OC=CC=C1,5,0,2,4
913,O=C1OC=CC=N1,4,1,2,3
914,O=C1OC=CN=C1,4,1,2,3
915,O=C1OC=NC=C1,4,1,2,3
916,O=C1OC=NC=N1,3,2,2,2
917,CC1=CC=CC=C1,7,0,0,8
918,CC1=CC=NC=C1,6,1,0,7
919,CC1=CN=CC=C1,6,1,0,7
920,CC1=CN=CC=N1,5,2,0,6
921,CC1=CN=CN=C1,5,2,0,6
922,CC1=NC=CC=C1,6,1,0,7
923,CC1=NC=CC=N1,5,2,0,6
924,CC1=NC=CN=C1,5,2,0,6
925,CC1=NC=NC=C1,5,2,0,6
926,CC1=NC=NC=N1,4,3,0,5
927,NC1=CC=CC=C1,6,1,0,7
928,NC1=CN=CC=C1,5,2,0,6
929,NC1=CN=CC=N1,4,3,0,5
930,NC1=CN=CN=C1,4,3,0,5
931,NC1=NC=CC=C1,5,2,0,6
932,NC1=NC=CC=N1,4,3,0,5
933,NC1=NC=CN=C1,4,3,0,5
934,NC1=NC=NC=C1,4,3,0,5
935,NC1=NC=NC=N1,3,4,0,4
936,OC1=CC=CC=C1,6,0,1,6
937,OC1=CC=NC=C1,5,1,1,5
938,OC1=CN=CC=C1,5,1,1,5
939,OC1=CN=CC=N1,4,2,1,4
940,OC1=CN=CN=C1,4,2,1,4
941,OC1=NC=CC=C1,5,1,1,5
942,OC1=NC=CC=N1,4,2,1,4
943,OC1=NC=CN=C1,4,2,1,4
944,OC1=NC=NC=C1,4,2,1,4
945,OC1=NC=NC=N1,3,3,1,3
946,CC1=C(C)C=CN1,6,1,0,9
947,CC1=C(C)C=CO1,6,0,1,8
948,CC1=C(C)N=CN1,5,2,0,8
949,CC1=C(C)N=CO1,5,1,1,7
950,CC1=C(N)C=CN1,5,2,0,8
951,CC1=C(N)C=CO1,5,1,1,7
952,CC1=C(N)N=CO1,4,2,1,6
953,CC1=C(N)NC=C1,5,2,0,8
954,CC1=C(N)OC=C1,5,1,1,7
955,CC1=C(N)OC=N1,4,2,1,6
956,CC1=C(O)C=CN1,5,1,1,7
957,CC1=C(O)C=CO1,5,0,2,6
958,CC1=C(O)N=CN1,4,2,1,6
959,CC1=C(O)N=CO1,4,1,2,5
960,CC1=C(O)NC=C1,5,1,1,7
961,CC1=C(O)NC=N1,4,2,1,6
962,NC1=C(N)C=CO1,4,2,1,6
963,NC1=C(N)N=CO1,3,3,1,5
964,NC1=C(O)C=CN1,4,2,1,6
965,NC1=C(O)C=CO1,4,1,2,5
966,NC1=C(O)N=CN1,3,3,1,5
967,NC1=C(O)N=CO1,3,2,2,4
968,NC1=C(O)NC=C1,4,2,1,6
969,NC1=C(O)NC=N1,3,3,1,5
970,NC1=C(O)OC=C1,4,1,2,5
971,OC1=C(O)C=CN1,4,1,2,5
972,OC1=C(O)N=CN1,3,2,2,4
973,CC1=CNC=C1C,6,1,0,9
974,CC1=CNC=C1N,5,2,0,8
975,CC1=CNC=C1O,5,1,1,7
976,CC1=COC=C1C,6,0,1,8
977,CC1=COC=C1N,5,1,1,7
978,NC1=CNC=C1N,4,3,0,7
979,NC1=CNC=C1O,4,2,1,6
980,NC1=COC=C1N,4,2,1,6
981,OC1=CNC=C1O,4,1,2,5
982,CN1C=CC=C1C,6,1,0,9
983,CN1C=CC=C1N,5,2,0,8
984,CN1C=CC=C1O,5,1,1,7
985,CN1C=CN=C1C,5,2,0,8
986,CN1C=CN=C1O,4,2,1,6
987,CN1C=NC=C1C,5,2,0,8
988,CN1C=NC=C1O,4,2,1,6
989,CN1C=CNC1=O,4,2,1,6
990,CN1C=COC1=N,4,2,1,6
991,CN1C=COC1=O,4,1,2,5
992,C#CC1=CC=CN1,6,1,0,5
993,C#CC1=CC=CO1,6,0,1,4
994,C#CC1=CN=CN1,5,2,0,4
995,C#CC1=CN=CO1,5,1,1,3
996,C#CC1=NC=CN1,5,2,0,4
997,C#CC1=NC=CO1,5,1,1,3
998,N#CC1=CC=CN1,5,2,0,4
999,N#CC1=CC=CO1,5,1,1,3
1000,N#CC1=CN=CN1,4,3,0,3
1001,N#CC1=CN=CO1,4,2,1,2
1002,N#CC1=NC=CN1,4,3,0,3
1003,N#CC1=NC=CO1,4,2,1,2
1004,C#CC1=CNC=C1,6,1,0,5
1005,C#CC1=CNC=N1,5,2,0,4
1006,C#CC1=COC=C1,6,0,1,4
1007,C#CC1=COC=N1,5,1,1,3
1008,N#CC1=CNC=C1,5,2,0,4
1009,N#CC1=CNC=N1,4,3,0,3
1010,N#CC1=COC=C1,5,1,1,3
1011,N#CC1=COC=N1,4,2,1,2
1012,O=CC1=CC=CN1,5,1,1,5
1013,O=CC1=CC=CO1,5,0,2,4
1014,O=CC1=CN=CN1,4,2,1,4
1015,O=CC1=CN=CO1,4,1,2,3
1016,O=CC1=NC=CN1,4,2,1,4
1017,O=CC1=NC=CO1,4,1,2,3
1018,O=CC1=CNC=C1,5,1,1,5
1019,O=CC1=CNC=N1,4,2,1,4
1020,O=CC1=COC=C1,5,0,2,4
1021,O=CC1=COC=N1,4,1,2,3
1022,O=CN1C=CC=C1,5,1,1,5
1023,O=CN1C=CN=C1,4,2,1,4
1024,CN=C1NC=CO1,4,2,1,6
1025,CN=C1OC=CO1,4,1,2,5
1026,CCC1=CC=CN1,6,1,0,9
1027,CCC1=CC=CO1,6,0,1,8
1028,CCC1=CN=CO1,5,1,1,7
1029,CCC1=NC=CN1,5,2,0,8
1030,CCC1=NC=CO1,5,1,1,7
1031,CNC1=CC=CN1,5,2,0,8
1032,CNC1=CC=CO1,5,1,1,7
1033,CNC1=CN=CO1,4,2,1,6
1034,CNC1=NC=CO1,4,2,1,6
1035,COC1=CC=CN1,5,1,1,7
1036,COC1=CC=CO1,5,0,2,6
1037,COC1=CN=CN1,4,2,1,6
1038,COC1=CN=CO1,4,1,2,5
1039,COC1=NC=CN1,4,2,1,6
1040,COC1=NC=CO1,4,1,2,5
1041,NCC1=NC=CO1,4,2,1,6
1042,OCC1=CC=CN1,5,1,1,7
1043,OCC1=CC=CO1,5,0,2,6
1044,OCC1=CN=CN1,4,2,1,6
1045,OCC1=CN=CO1,4,1,2,5
1046,OCC1=NC=CN1,4,2,1,6
1047,OCC1=NC=CO1,4,1,2,5
1048,CCC1=CNC=C1,6,1,0,9
1049,CCC1=CNC=N1,5,2,0,8
1050,CCC1=COC=C1,6,0,1,8
1051,CCC1=COC=N1,5,1,1,7
1052,CNC1=CNC=C1,5,2,0,8
1053,CNC1=CNC=N1,4,3,0,7
1054,CNC1=COC=C1,5,1,1,7
1055,CNC1=COC=N1,4,2,1,6
1056,COC1=CNC=C1,5,1,1,7
1057,COC1=CNC=N1,4,2,1,6
1058,COC1=COC=C1,5,0,2,6
1059,COC1=COC=N1,4,1,2,5
1060,OCC1=CNC=C1,5,1,1,7
1061,OCC1=CNC=N1,4,2,1,6
1062,OCC1=COC=C1,5,0,2,6
1063,OCC1=COC=N1,4,1,2,5
1064,CCN1C=CC=C1,6,1,0,9
1065,CCN1C=CN=C1,5,2,0,8
1066,C1CC2=CC=CN12,6,1,0,7
1067,C1CC2=CN=CN12,5,2,0,6
1068,C1CC2=NC=CN12,5,2,0,6
1069,CC#CC(C)(C)C,7,0,0,12
1070,CC#CC(C)(C)O,6,0,1,10
1071,CC(C)(C)CC#C,7,0,0,12
1072,CC(C)(C)CC#N,6,1,0,11
1073,CC(C)(O)CC#C,6,0,1,10
1074,CC(C)(O)CC#N,5,1,1,9
1075,CC(C)(C)CC=O,6,0,1,12
1076,CC(C)(C)NC=O,5,1,1,11
1077,CC(C)(C)OC=O,5,0,2,10
1078,CC(C)(O)CC=O,5,0,2,10
1079,CC(C)(C)CCO,6,0,1,14
1080,CC(C)(O)CCO,5,0,2,12
1081,CCCC(C)(C)C,7,0,0,16
1082,CCCC(C)(C)O,6,0,1,14
1083,CCOC(C)(C)C,6,0,1,14
1084,COCC(C)(C)C,6,0,1,14
1085,COCC(C)(C)O,5,0,2,12
1086,CC(=O)C(C)(C)C,6,0,1,12
1087,CC(=O)C(C)(C)O,5,0,2,10
1088,CC(C)(C)C(N)=O,5,1,1,11
1089,CC(C)(O)C(N)=O,4,1,2,9
1090,CC(C)C(C)(C)C,7,0,0,16
1091,CC(C)C(C)(C)O,6,0,1,14
1092,CC(O)C(C)(C)C,6,0,1,14
1093,CC(O)C(C)(C)O,5,0,2,12
1094,CC(=N)NC(C)=O,4,2,1,8
1095,CC(=N)NC(N)=O,3,3,1,7
1096,CC(=N)OC(C)=O,4,1,2,7
1097,CC(=N)OC(N)=O,3,2,2,6
1098,CC(=O)CC(C)=O,5,0,2,8
1099,CC(=O)CC(N)=O,4,1,2,7
1100,CC(=O)NC(C)=O,4,1,2,7
1101,CC(=O)NC(N)=N,3,3,1,7
1102,CC(=O)NC(N)=O,3,2,2,6
1103,NC(=O)CC(N)=O,3,2,2,6
1104,NC(=O)NC(N)=O,2,3,2,5
1105,CC(C)CC(C)=O,6,0,1,12
1106,CC(C)CC(N)=O,5,1,1,11
1107,CC(C)NC(C)=O,5,1,1,11
1108,CC(C)NC(N)=O,4,2,1,10
1109,CC(C)OC(C)=O,5,0,2,10
1110,CC(C)OC(N)=O,4,1,2,9
1111,CC(O)CC(C)=O,5,0,2,10
1112,CC(O)CC(N)=O,4,1,2,9
1113,CC(C)CC(C)C,7,0,0,16
1114,CC(C)CC(C)O,6,0,1,14
1115,CC(C)OC(C)C,6,0,1,14
1116,CC(O)CC(C)O,5,0,2,12
1117,CC1(C)CC(=N)O1,5,1,1,9
1118,CC1(C)CC(=O)C1,6,0,1,10
1119,CC1(C)CC(=O)N1,5,1,1,9
1120,CC1(C)CC(=O)O1,5,0,2,8
1121,CC1(O)CC(=O)C1,5,0,2,8
1122,CC1(C)CC(O)C1,6,0,1,12
1123,CC1(O)CC(O)C1,5,0,2,10
1124,CC1CC(C)(C)C1,7,0,0,14
1125,CC1CC(C)(C)O1,6,0,1,12
1126,CC1CC(C)(O)C1,6,0,1,12
1127,CN1CC(C)(O)C1,5,1,1,11
1128,CC1(C)CC1(C)C,7,0,0,14
1129,CC1(C)CC1(C)O,6,0,1,12
1130,CC1(C)OC1(C)C,6,0,1,12
1131,CC1(O)CC1(C)O,5,0,2,10
1132,CC12CC(C)(C1)C2,7,0,0,12
1133,CC12CC(C)(C1)O2,6,0,1,10
1134,CC12CC(O)(C1)C2,6,0,1,10
1135,OC12CC(O)(C1)C2,5,0,2,8
1136,CC(C)(C#C)C#C,7,0,0,8
1137,CC(C)(C#C)C#N,6,1,0,7
1138,CC(C)(C#N)C#N,5,2,0,6
1139,CC(N)(C#C)C#N,5,2,0,6
1140,CC(N)(C#N)C#N,4,3,0,5
1141,CC(O)(C#C)C#C,6,0,1,6
1142,CC(O)(C#C)C#N,5,1,1,5
1143,CC(O)(C#N)C#N,4,2,1,4
1144,CC(C)(C=O)C#C,6,0,1,8
1145,CC(C)(C=O)C#N,5,1,1,7
1146,CC(O)(C=O)C#C,5,0,2,6
1147,CC(O)(C=O)C#N,4,1,2,5
1148,CC(C)(C=O)C=O,5,0,2,8
1149,CC(O)(C=O)C=O,4,0,3,6
1150,CC(C)(CO)C#C,6,0,1,10
1151,CC(C)(CO)C#N,5,1,1,9
1152,CC(N)(CN)C#N,4,3,0,9
1153,CC(N)(CO)C#N,4,2,1,8
1154,CC(O)(CN)C#N,4,2,1,8
1155,CC(O)(CO)C#C,5,0,2,8
1156,CC(O)(CO)C#N,4,1,2,7
1157,CCC(C)(C)C#C,7,0,0,12
1158,CCC(C)(C)C#N,6,1,0,11
1159,CCC(C)(N)C#N,5,2,0,10
1160,CCC(C)(O)C#C,6,0,1,10
1161,CCC(C)(O)C#N,5,1,1,9
1162,CNC(C)(C)C#N,5,2,0,10
1163,COC(C)(C)C#C,6,0,1,10
1164,COC(C)(C)C#N,5,1,1,9
1165,CC(C)(CO)C=O,5,0,2,10
1166,CC(O)(CO)C=O,4,0,3,8
1167,CCC(C)(C)C=O,6,0,1,12
1168,CCC(C)(O)C=O,5,0,2,10
1169,COC(C)(C)C=O,5,0,2,10
1170,CC(C)(CO)CO,5,0,2,12
1171,CC(O)(CO)CO,4,0,3,10
1172,CCC(C)(C)CC,7,0,0,16
1173,CCC(C)(C)CO,6,0,1,14
1174,CCC(C)(C)OC,6,0,1,14
1175,CCC(C)(O)CC,6,0,1,14
1176,CCC(C)(O)CO,5,0,2,12
1177,COC(C)(C)CO,5,0,2,12
1178,CC#CCC(C)=O,6,0,1,8
1179,CC#CCC(N)=O,5,1,1,7
1180,CC#CCC(C)C,7,0,0,12
1181,CC#CCC(C)O,6,0,1,10
1182,CC(=O)C#CC#C,6,0,1,4
1183,CC(=O)C#CC#N,5,1,1,3
1184,NC(=O)C#CC#C,5,1,1,3
1185,NC(=O)C#CC#N,4,2,1,2
1186,CC(=O)C#CC=O,5,0,2,4
1187,NC(=O)C#CC=O,4,1,2,3
1188,CC(=N)OCC#C,5,1,1,7
1189,CC(=N)OCC#N,4,2,1,6
1190,CC(=O)CCC#C,6,0,1,8
1191,CC(=O)CCC#N,5,1,1,7
1192,CC(=O)NCC#C,5,1,1,7
1193,CC(=O)NCC#N,4,2,1,6
1194,CC(=O)OCC#C,5,0,2,6
1195,CC(=O)OCC#N,4,1,2,5
1196,NC(=O)CCC#C,5,1,1,7
1197,NC(=O)CCC#N,4,2,1,6
1198,NC(=O)NCC#C,4,2,1,6
1199,NC(=O)NCC#N,3,3,1,5
1200,NC(=O)OCC#C,4,1,2,5
1201,NC(=O)OCC#N,3,2,2,4
1202,CC(=N)OCC=O,4,1,2,7
1203,CC(=O)CCC=O,5,0,2,8
1204,CC(=O)CNC=O,4,1,2,7
1205,CC(=O)COC=N,4,1,2,7
1206,CC(=O)COC=O,4,0,3,6
1207,CC(=O)NCC=O,4,1,2,7
1208,CC(=O)OCC=O,4,0,3,6
1209,NC(=O)CCC=O,4,1,2,7
1210,NC(=O)CNC=O,3,2,2,6
1211,NC(=O)COC=N,3,2,2,6
1212,NC(=O)COC=O,3,1,3,5
1213,NC(=O)NCC=O,3,2,2,6
1214,NC(=O)OCC=O,3,1,3,5
1215,CC(C)C#CC#C,7,0,0,8
1216,CC(C)C#CC#N,6,1,0,7
1217,CC(O)C#CC#C,6,0,1,6
1218,CC(O)C#CC#N,5,1,1,5
1219,CC(C)C#CC=O,6,0,1,8
1220,CC(O)C#CC=O,5,0,2,6
1221,CC(C)CCC#C,7,0,0,12
1222,CC(C)CCC#N,6,1,0,11
1223,CC(C)NCC#N,5,2,0,10
1224,CC(C)OCC#C,6,0,1,10
1225,CC(C)OCC#N,5,1,1,9
1226,CC(O)CCC#C,6,0,1,10
1227,CC(O)CCC#N,5,1,1,9
1228,CN(C)CCC#N,5,2,0,10
1229,CC(C)CCC=O,6,0,1,12
1230,CC(C)CNC=O,5,1,1,11
1231,CC(C)COC=O,5,0,2,10
1232,CC(C)OCC=O,5,0,2,10
1233,CC(O)CCC=O,5,0,2,10
1234,CC(O)CNC=O,4,1,2,9
1235,CC(O)COC=N,4,1,2,9
1236,CC(O)COC=O,4,0,3,8
1237,CN=CNC(C)=O,4,2,1,8
1238,CN=CNC(N)=O,3,3,1,7
1239,CN=COC(C)=O,4,1,2,7
1240,CN=COC(N)=O,3,2,2,6
1241,CN=COC(C)C,5,1,1,11
1242,CC(=O)C#CCO,5,0,2,6
1243,CCC#CC(C)=O,6,0,1,8
1244,CCC#CC(N)=O,5,1,1,7
1245,NC(=O)C#CCO,4,1,2,5
1246,CC(C)C#CCO,6,0,1,10
1247,CC(O)C#CCO,5,0,2,8
1248,CCC#CC(C)C,7,0,0,12
1249,CCC#CC(C)O,6,0,1,10
1250,COC=NC(C)C,5,1,1,11
1251,CC(=N)OCCO,4,1,2,9
1252,CC(=O)CCCO,5,0,2,10
1253,CC(=O)NCCO,4,1,2,9
1254,CC(=O)OCCO,4,0,3,8
1255,CCCCC(C)=O,6,0,1,12
1256,CCCCC(N)=O,5,1,1,11
1257,CCCNC(C)=O,5,1,1,11
1258,CCCNC(N)=O,4,2,1,10
1259,CCCOC(C)=O,5,0,2,10
1260,CCCOC(N)=O,4,1,2,9
1261,CCOCC(C)=O,5,0,2,10
1262,CCOCC(N)=O,4,1,2,9
1263,COCCC(C)=O,5,0,2,10
1264,COCCC(N)=O,4,1,2,9
1265,NC(=O)CCCO,4,1,2,9
1266,NC(=O)NCCO,3,2,2,8
1267,NC(=O)OCCO,3,1,3,7
1268,CC(C)CCCO,6,0,1,14
1269,CC(C)OCCO,5,0,2,12
1270,CC(O)CCCO,5,0,2,12
1271,CCCCC(C)C,7,0,0,16
1272,CCCCC(C)O,6,0,1,14
1273,CCCOC(C)C,6,0,1,14
1274,CCOCC(C)C,6,0,1,14
1275,CCOCC(C)O,5,0,2,12
1276,COCCC(C)C,6,0,1,14
1277,COCCC(C)O,5,0,2,12
1278,CC1(C)CCC1=O,6,0,1,10
1279,CC1(C)CNC1=O,5,1,1,9
1280,CC1(C)COC1=N,5,1,1,9
1281,CC1(C)COC1=O,5,0,2,8
1282,CC1(C)NCC1=O,5,1,1,9
1283,CC1(C)OCC1=O,5,0,2,8
1284,CC1(N)COC1=O,4,1,2,7
1285,CC1(O)CCC1=O,5,0,2,8
1286,CC1(O)CNC1=O,4,1,2,7
1287,CC1(O)COC1=N,4,1,2,7
1288,CC1(O)COC1=O,4,0,3,6
1289,CC1(C)CCC1O,6,0,1,12
1290,CC1(C)OCC1O,5,0,2,10
1291,CC1(O)CCC1O,5,0,2,10
1292,CC1CCC1(C)C,7,0,0,14
1293,CC1CCC1(C)O,6,0,1,12
1294,CC1COC1(C)C,6,0,1,12
1295,CC1OCC1(C)C,6,0,1,12
1296,CC1OCC1(C)O,5,0,2,10
1297,CC1(C)CC1C#C,7,0,0,10
1298,CC1(C)CC1C#N,6,1,0,9
1299,CC1(C)NC1C#C,6,1,0,9
1300,CC1(C)NC1C#N,5,2,0,8
1301,CC1(C)OC1C#C,6,0,1,8
1302,CC1(C)OC1C#N,5,1,1,7
1303,CC1(O)CC1C#C,6,0,1,8
1304,CC1(O)CC1C#N,5,1,1,7
1305,CC1(C)CC1C=O,6,0,1,10
1306,CC1(C)CN1C=O,5,1,1,9
1307,CC1(C)NC1C=O,5,1,1,9
1308,CC1(C)OC1C=O,5,0,2,8
1309,CC1(O)CC1C=O,5,0,2,8
1310,CC1(C)CC1CO,6,0,1,12
1311,CC1(C)NC1CO,5,1,1,11
1312,CC1(C)OC1CO,5,0,2,10
1313,CC1(O)CC1CO,5,0,2,10
1314,CCC1CC1(C)C,7,0,0,14
1315,CCC1CC1(C)O,6,0,1,12
1316,CCC1OC1(C)C,6,0,1,12
1317,CCN1CC1(C)C,6,1,0,13
1318,COC1CC1(C)C,6,0,1,12
1319,COC1CC1(C)O,5,0,2,10
1320,CC1(C)CC=CC1,7,0,0,12
